id,cfdi_id,clave_prod_serv,no_identificacion,cantidad,clave_unidad,unidad,descripcion,valor_unitario,importe,descuento,objeto_impuesto,metadata,created_at,updated_at
200,191,84111505,"",1.000000,ACT,"",Pago de nómina,1575.200000,1575.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
201,192,84111505,"",1.000000,ACT,"",Pago de nómina,1908.650000,1908.65,197.85,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
202,193,84111505,"",1.000000,ACT,"",Pago de nómina,2344.300000,2344.30,271.90,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
203,194,84111505,"",1.000000,ACT,"",Pago de nómina,1575.200000,1575.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
204,195,84111505,"",1.000000,ACT,"",Pago de nómina,1575.310000,1575.31,248.71,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
206,197,84111505,"",1.000000,ACT,"",Pago de nómina,1908.780000,1908.78,197.78,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
207,198,84111505,"",1.000000,ACT,"",Pago de nómina,1575.200000,1575.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
208,199,84111505,"",1.000000,ACT,"",Pago de nómina,1575.200000,1575.20,244.20,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
209,200,84111505,"",1.000000,ACT,"",Pago de nómina,1575.200000,1575.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
210,201,84111505,"",1.000000,ACT,"",Pago de nómina,1908.750000,1908.75,197.55,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
211,202,84111505,"",1.000000,ACT,"",Pago de nómina,1575.200000,1575.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
212,203,43231600,CSRN03,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 100,000 Descargas CIEC - 3 Equipos - Anual",4093.950000,4093.95,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
213,204,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
214,205,43231600,CSRN08,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 40,000 Descargas CIEC - 2 Equipos - Anual",2399.000000,2399.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
215,206,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
216,207,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
217,208,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
218,209,43231600,CSRN03,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 100,000 Descargas CIEC - 3 Equipos - Anual",3899.000000,3899.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
219,210,43231600,CST12,1.000000,E48,SERVICIO,Servicio de interconexion sistemas-sistema a traves de archivos TXT/XML para la generacion de CFDI a partir de tickets,94788.210000,94788.21,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
220,210,43231600,CPG-AD,400000.000000,E48,SERVICIO,400000 transacciones adicionales para el servicio CSPlug,1.020000,408000.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
221,211,43231600,CSF03,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 300 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,1649.000000,1649.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
222,212,14111705,000750194348964,1.000000,H87,PIEZAS,SUAVEL,40.517241,40.52,8.62,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
223,212,47131829,000750105871474,1.000000,H87,PIEZAS,HARPIC 5 PZ,63.793103,63.79,12.93,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
224,212,53131624,000750194346217,2.000000,H87,PIEZAS,COTTONELLE,48.275862,96.55,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
225,212,47131816,000750649508357,1.000000,H87,PIEZAS,REP 2 FRUITY,77.586207,77.59,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
226,212,10191500,000750103293088,1.000000,H87,PIEZAS,AROMATIZANT,155.172414,155.17,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
227,212,47131500,000005114138478,2.000000,H87,PIEZAS,SB PA MICRO,14.655172,29.31,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
228,212,47121701,000750179161499,2.000000,H87,PIEZAS,GV BOLSA,30.172414,60.34,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
229,212,26111702,000888802120612,1.000000,H87,PIEZAS,ENERGIZ BP12,180.172414,180.17,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
230,212,47131800,000750303616546,2.000000,H87,PIEZAS,GLD ATAP SAN,193.103448,386.21,55.17,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
231,212,50192100,000750047803740,3.000000,H87,PIEZAS,TOSTITOS VDE,12.000000,36.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
232,212,50192100,000750047804230,2.000000,H87,PIEZAS,BOTANA CHUR,10.000000,20.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
233,212,50192100,000750047804530,3.000000,H87,PIEZAS,PAKETAXO,10.000000,30.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
234,212,50192100,000750047804531,2.000000,H87,PIEZAS,PAKETAXO,10.000000,20.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
235,212,50192100,000750047804602,1.000000,H87,PIEZAS,BOTANA CHEET,15.000000,15.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
236,212,50192100,000750047804586,2.000000,H87,PIEZAS,RANCHERITOS,10.000000,20.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
237,212,50192100,000750047803764,3.000000,H87,PIEZAS,CRUJITOS 35,9.000000,27.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
238,212,50192100,000750047804612,4.000000,H87,PIEZAS,CHEETOS BOLI,10.000000,40.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
239,212,50192100,000750047803494,2.000000,H87,PIEZAS,PALOMITAS D,10.000000,20.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
240,212,50192100,000750047804529,2.000000,H87,PIEZAS,PAKETAXO,10.000000,20.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
241,212,90101500,000750179167025,1.000000,H87,PIEZAS,JAMAICA,31.000000,31.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
242,212,12131700,000750224754821,1.000000,H87,PIEZAS,ENCENDEDOR,21.551724,21.55,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
243,212,47131805,000750102540304,1.000000,H87,PIEZAS,PINOL ACEITE,50.000000,50.00,14.66,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
244,212,50182005,000750060800027,1.000000,H87,PIEZAS,RICE CAKE,29.000000,29.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
245,212,50181900,000750047804505,2.000000,H87,PIEZAS,PEKE PAKES,72.000000,144.00,20.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
246,212,42211602,000088855616507,2.000000,H87,PIEZAS,CEPILLO WC,21.551724,43.10,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
247,212,47131807,000000007500061,1.000000,H87,PIEZAS,CLORALEX 950,17.241379,17.24,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
248,212,50171833,000750222377603,1.000000,H87,PIEZAS,ALADINO 794,169.000000,169.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
249,213,82111801,"",1.000000,E48,Unidad de servicio,creacion y edicion de videos,2500.000000,2500.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
250,214,43231600,CSRN01,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: 3 RFCs - 10,000 Descargas CIEC - 2 Equipos - Anual",1227.450000,1227.45,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
251,215,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
252,216,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
253,217,43231600,CRAPI02,1.000000,E48,SERVICIO,Costo anual por el servicio de descarga masiva de CFDIs a traves de API: RFCs ilimitados - 1 000 000 Descargas - Descarga con CIEC,13799.500000,13799.50,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
254,218,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
255,219,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3349.000000,3349.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
256,220,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
257,221,43231600,CSRN02,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",1999.000000,1999.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
258,222,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
259,223,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
260,224,43231600,CSVW04,1.000000,E48,SERVICIO,"CSValidacion Web Negocio - Servicio de validacion de CFDIs: 5 RFCs - 25,000 Validaciones - 3 Usuarios - Descarga Ilimitada de CFDIs",21999.000000,21999.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
261,224,43231600,CVW-AD,1.000000,E48,SERVICIO,1 Usuarios adicionales para el servicio CSValidacion Web,799.000000,799.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
262,225,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
263,226,43231600,CSF03,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 300 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,1649.000000,1649.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
264,227,43231600,CSRN01,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: 3 RFCs - 10,000 Descargas CIEC - 2 Equipos - Anual",1043.330000,1043.33,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
265,228,43231600,CSRN02,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",1999.000000,1999.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
266,229,83111603,"",1.000000,E48,Unidad de servicio,ATT Ármalo Negocios $299,180.430000,180.43,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
267,229,83111603,"",1.000000,E48,Unidad de servicio,ATT Ármalo Negocios $299,12.890000,12.89,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
268,229,83111603,"",1.000000,E48,Unidad de servicio,ATT Ármalo Negocios $299,64.440000,64.44,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
269,229,83111603,"",1.000000,E48,Unidad de servicio,AT&T Con Todo Negocios 299 Advance,180.430000,180.43,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
270,229,83111603,"",1.000000,E48,Unidad de servicio,AT&T Con Todo Negocios 299 Advance,12.890000,12.89,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
271,229,83111603,"",1.000000,E48,Unidad de servicio,AT&T Con Todo Negocios 299 Advance,64.440000,64.44,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
272,229,81112100,"",1.000000,E48,Unidad de servicio,Add on Internet 3 GB,214.650000,214.65,214.65,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
273,229,83111603,"",2.000000,E48,Unidad de servicio,ADDON CONTROL ACTN ADV,25.860000,51.72,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
274,230,52161512,"",2.000000,H87,"",Bocina Portátil Jbl Go 4 Bluetooth Morado,624.140000,1248.28,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
275,231,78181500,"",2.500010,E48,UNIDAD DE SERVICIO,TACOMA 200K,963.040000,2407.61,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
276,231,25174800,"",1.000000,H87,PIEZA,SELLO TAPON CARTER,25.370000,25.37,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
277,231,25174800,"",6.000000,H87,PIEZA,BUJIA,405.490000,2432.94,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
278,231,01010101,"",6.000000,H87,PIEZA,ACEITE 5W30 T,132.660000,795.96,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
279,231,25174800,"",1.000000,H87,PIEZA,FILTRO DE ACEITE,122.120000,122.12,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
280,231,25174800,"",1.000000,H87,PIEZA,FILTRO DE AIRE ACONDICIONADO,427.210000,427.21,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
281,232,52161514,JBLT520BTBLK,1.000000,H87,PZA,AUDIFONOS DIADEMA JBL ON EAR TUNE 520 BT BLACK,676.720000,676.72,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
282,233,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
283,234,43231600,CSRN01,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: 3 RFCs - 10,000 Descargas CIEC - 2 Equipos - Anual",1169.000000,1169.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
284,235,43231600,CSRN03,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 100,000 Descargas CIEC - 3 Equipos - Anual",3899.000000,3899.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
285,236,43231600,CSF03,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 300 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,1649.000000,1649.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
286,237,43231600,CSRA01,1.000000,E48,SERVICIO,"Servicio de descarga masiva y programada de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",2799.000000,2799.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
287,238,43231600,CSF50,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 50 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,529.000000,529.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
288,239,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
289,240,43231600,CSF50,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 50 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,529.000000,529.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
290,241,43231600,CSRN02,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",1999.000000,1999.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
291,241,43231600,CSRN-AD,1.000000,E48,SERVICIO,1 Instalaciones adicionales para el servicio CSReporter V3,629.000000,629.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
292,242,43231600,CTE-AD,10000.000000,E48,SERVICIO,10000 transacciones adicionales para el servicio CSTIMBRE,0.810000,8100.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
293,243,43231600,CSRN05,1.000000,E48,SERVICIO,Servicio de descarga masiva de CFDIs: RFCs Ilimitados - Descargas CIEC Ilimitadas - Descargas FIEL Ilimitadas - 4 Equipos - Anual,31720.000000,31720.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
294,243,43231600,CSRN-AD,10.000000,E48,SERVICIO,10 Instalaciones adicionales para el servicio CSReporter V3,999.000000,9990.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
295,244,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3349.000000,3349.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
296,245,43231600,CSRA01,1.000000,E48,SERVICIO,"Servicio de descarga masiva y programada de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",2799.000000,2799.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
297,246,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
298,247,80141601,COMISION,1.000000,E48,COM,COMISION DICIEMBRE 2025,745.400000,745.40,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
299,248,43231600,CSF50,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 50 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,529.000000,529.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
300,249,43231600,CSRN02,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",1999.000000,1999.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
301,250,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
302,251,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:53,2026-01-15 20:59:53
303,252,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:53,2026-01-15 20:59:53
304,253,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:53,2026-01-15 20:59:53
305,254,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:53,2026-01-15 20:59:53
306,255,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:53,2026-01-15 20:59:53
307,256,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:53,2026-01-15 20:59:53
308,257,43231600,csplg71,1.000000,E48,SERVICIO,"Cargo mensual por servicio de interconexion sistema-sistema a traves de archivos TXT / Web Service para generaci&oacute;n de CFDI, incluyendo el uso de los servicios CSPlug y CSTicket.",7402.750000,7402.75,0.00,02,,2026-01-15 20:59:53,2026-01-15 20:59:53
309,257,43231600,CPG-AD,201269.000000,E48,SERVICIO,201269 transacciones adicionales para el servicio CSPlug,0.280000,56355.32,0.00,02,,2026-01-15 20:59:53,2026-01-15 20:59:53
310,258,43231600,CSRA02,1.000000,E48,SERVICIO,"Servicio de descarga masiva y programada de CFDIs: RFCs Ilimitados - 100,000 Descargas CIEC - 3 Equipos - Anual",5239.000000,5239.00,0.00,02,,2026-01-15 20:59:53,2026-01-15 20:59:53
311,259,43231600,CSRN03,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 100,000 Descargas CIEC - 3 Equipos - Anual",3899.000000,3899.00,0.00,02,,2026-01-15 20:59:53,2026-01-15 20:59:53
312,259,43231600,CSRN-AD,2.000000,E48,SERVICIO,2 Instalaciones adicionales para el servicio CSReporter V3,629.000000,1258.00,0.00,02,,2026-01-15 20:59:53,2026-01-15 20:59:53
